Surah,Ayah,Arabic,Urdu,English,Tags,Category,Emotion,Context
2,33,قَالَ يَا آدَمُ أَنْبِئْهُمْ بِأَسْمَائِهِمْ ۖ فَلَمَّا أَنْبَأَهُمْ بِأَسْمَائِهِمْ قَالَ أَلَمْ أَقُلْ لَكُمْ إِنِّي أَعْلَمُ غَيْبَ السَّمَاوَاتِ وَالْأَرْضِ وَأَعْلَمُ مَا تُبْدُونَ وَمَا كُنْتُمْ تَكْتُمُونَ,(تب) خدا نے (آدم کو) حکم دیا کہ آدم! تم ان کو ان (چیزوں) کے نام بتاؤ۔ جب انہوں نے ان کو ان کے نام بتائے تو (فرشتوں سے) فرمایا کیوں میں نے تم سے نہیں کہا تھا کہ میں آسمانوں اور زمین کی (سب) پوشیدہ باتیں جاتنا ہوں اور جو تم ظاہر کرتے ہو اور جو پوشیدہ کرتے ہو (سب) مجھ کو معلوم ہے,"He said: O Adam! Inform them of their names, and when he had informed them of their names, He said: Did I not tell you that I know the secret of the heavens and the earth ? And I know that which ye disclose and which ye hide.","Knowledge, Power, Wisdom, Prophethood, Tawheed","Divine Attributes & Signs (Asma wa Sifat), History & Stories (Qasas al-Anbiya)",Awe,"Historical story, Moral teaching context"
2,34,وَإِذْ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ أَبَىٰ وَاسْتَكْبَرَ وَكَانَ مِنَ الْكَافِرِينَ,اور جب ہم نے فرشتوں کو حکم دیا کہ آدم کے آگے سجدہ کرو تو وہ سجدے میں گر پڑے مگر شیطان نے انکار کیا اور غرور میں آکر کافر بن گیا,"And when We said unto the angels: Prostrate yourselves before Adam, they fell prostrate, all save Iblis. He demurred through pride, and so became a disbeliever..","Tawheed, Prophethood, Humility, Disbelief, Accountability, Power, Angels, Prophets, Lessons from history","Faith (Aqeedah), History & Stories (Qasas al-Anbiya), Divine Attributes & Signs (Asma wa Sifat)","Awe, Anger at Injustice","Historical story, Moral teaching context"
2,35,وَقُلْنَا يَا آدَمُ اسْكُنْ أَنْتَ وَزَوْجُكَ الْجَنَّةَ وَكُلَا مِنْهَا رَغَدًا حَيْثُ شِئْتُمَا وَلَا تَقْرَبَا هَٰذِهِ الشَّجَرَةَ فَتَكُونَا مِنَ الظَّالِمِينَ,اور ہم نے کہا کہ اے آدم تم اور تمہاری بیوی بہشت میں رہو اور جہاں سے چاہو بے روک ٹوک کھاؤ (پیو) لیکن اس درخت کے پاس نہ جانا نہیں تو ظالموں میں (داخل) ہو جاؤ گے,"And We said: O Adam! Dwell thou and thy wife in the Garden, and eat ye freely (of the fruits) thereof where ye will; but come not nigh this tree lest ye become wrong-doers.","Heaven, Family, Marriage, Punishment, Disbelief, Guidance, Misguidance, Prophets, Reward, Accountability","History & Stories (Qasas al-Anbiya), Ethics & Morality (Akhlaq), Eschatology (Akhirah)","Fear, Hope","Historical story, Moral teaching context, Eschatological context"
2,36,فَأَزَلَّهُمَا الشَّيْطَانُ عَنْهَا فَأَخْرَجَهُمَا مِمَّا كَانَا فِيهِ ۖ وَقُلْنَا اهْبِطُوا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۖ وَلَكُمْ فِي الْأَرْضِ مُسْتَقَرٌّ وَمَتَاعٌ إِلَىٰ حِينٍ,پھر شیطان نے دونوں کو وہاں سے پھسلا دیا اور جس (عیش ونشاط) میں تھے، اس سے ان کو نکلوا دیا۔ تب ہم نے حکم دیا کہ (بہشت بریں سے) چلے جاؤ۔ تم ایک دوسرے کے دشمن ہو، اور تمہارے لیے زمین میں ایک وقت تک ٹھکانا اور معاش (مقرر کر دیا گیا) ہے,"036 But Satan caused them to deflect therefrom and expelled them from the (happy) state in which they were; and We said: Fall down, one of you a foe unto the other! There shall be for you on earth a habitation and provision for a time.","Misguidance, Punishment, Hell, Prophets, Family, Lessons from history, Accountability, Heaven, Disbelief","History & Stories (Qasas al-Anbiya), Eschatology (Akhirah), Ethics & Morality (Akhlaq)","Fear, Sadness","Historical story, Moral teaching context, Eschatological context"
2,37,فَتَلَقَّىٰ آدَمُ مِنْ رَبِّهِ كَلِمَاتٍ فَتَابَ عَلَيْهِ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,پھر آدم نے اپنے پروردگار سے کچھ کلمات سیکھے (اور معافی مانگی) تو اس نے ان کا قصور معاف کر دیا بے شک وہ معاف کرنے والا (اور) صاحبِ رحم ہے,"Then Adam received from his Lord words (of revelation), and He relented toward him. Lo! He is the relenting, the Merciful.","Revelation, Forgiveness, Repentance, Mercy, Tawheed, Prophethood","History & Stories (Qasas al-Anbiya), Divine Attributes & Signs (Asma wa Sifat)","Repentance, Comfort, Hope","Historical story, Moral teaching context, Spiritual reminder"
2,38,قُلْنَا اهْبِطُوا مِنْهَا جَمِيعًا ۖ فَإِمَّا يَأْتِيَنَّكُمْ مِنِّي هُدًى فَمَنْ تَبِعَ هُدَايَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,ہم نے فرمایا کہ تم سب یہاں سے اتر جاؤ جب تمہارے پاس میری طرف سے ہدایت پہنچے تو (اس کی پیروی کرنا کہ) جنہوں نے میری ہدایت کی پیروی کی ان کو نہ کچھ خوف ہوگا اور نہ وہ غمناک ہوں گے,"We said: Go down, all of you, from hence; but verily there cometh unto you from Me a guidance; and whoso followeth My guidance, there shall no fear come upon them neither shall they grieve.","Guidance, Misguidance, Reward, Punishment, Fear, Hope, Prophethood, Heaven, Hell, Accountability","Eschatology (Akhirah), Faith (Aqeedah), Moral teaching context","Hope, Fear, Comfort","Historical story, Eschatological context, Moral teaching context"
2,39,وَالَّذِينَ كَفَرُوا وَكَذَّبُوا بِآيَاتِنَا أُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,اور جنہوں نے (اس کو) قبول نہ کیا اور ہماری آیتوں کو جھٹلایا، وہ دوزخ میں جانے والے ہیں (اور) وہ ہمیشہ اس میں رہیں گے,"But they who disbelieve, and deny Our revelations, such are rightful Peoples of the Fire. They will abide therein.","Disbelief, Hell, Punishment, Resurrection, Accountability, Faith","Eschatology (Akhirah), Faith (Aqeedah)",Fear,"Eschatological context, Moral teaching context"
2,40,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَوْفُوا بِعَهْدِي أُوفِ بِعَهْدِكُمْ وَإِيَّايَ فَارْهَبُونِ,اے یعقوب کی اولاد! میرے وہ احسان یاد کرو جو میں نے تم پر کئے تھے اور اس اقرار کو پورا کرو جو تم نے مجھ سے کیا تھا۔ میں اس اقرار کو پورا کروں گا جو میں نے تم سے کیا تھا اور مجھی سے ڈرتے رہو,"O Children of Israel! Remember My favour wherewith I favoured you, and fulfil your (part of the) covenant, I shall fulfil My (part of the) covenant, and fear Me.","Gratitude, Accountability, Fear, Covenant, Prophets, Lessons from history, Mercy, Nations","Faith (Aqeedah), Ethics & Morality (Akhlaq), History & Stories (Qasas al-Anbiya)","Fear, Gratitude","Spiritual reminder, Moral teaching context, Historical story"
2,41,وَآمِنُوا بِمَا أَنْزَلْتُ مُصَدِّقًا لِمَا مَعَكُمْ وَلَا تَكُونُوا أَوَّلَ كَافِرٍ بِهِ ۖ وَلَا تَشْتَرُوا بِآيَاتِي ثَمَنًا قَلِيلًا وَإِيَّايَ فَاتَّقُونِ,اور جو کتاب میں نے (اپنے رسول محمدﷺ پر) نازل کی ہے جو تمہاری کتاب تورات کو سچا کہتی ہے، اس پر ایمان لاؤ اور اس سے منکرِ اول نہ بنو، اور میری آیتوں میں (تحریف کر کے) ان کے بدلے تھوڑی سی قیمت (یعنی دنیاوی منعفت) نہ حاصل کرو، اور مجھی سے خوف رکھو,"And believe in that which I reveal, confirming that which ye possess already (of the Scripture), and be not first to disbelieve therein, and part not with My revelations for a trifling price, and keep your duty unto Me.","Tawheed, Revelation, Faith, Disbelief, Prophethood, Accountability, Fear","Faith (Aqeedah), Divine Attributes & Signs (Asma wa Sifat)",Fear,"Spiritual reminder, Law-giving context"
2,42,وَلَا تَلْبِسُوا الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُوا الْحَقَّ وَأَنْتُمْ تَعْلَمُونَ,اور حق کو باطل کے ساتھ نہ ملاؤ، اور سچی بات کو جان بوجھ کر نہ چھپاؤ,"Confound not truth with falsehood, nor knowingly conceal the truth.","Honesty, Justice, Knowledge",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
2,43,وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَارْكَعُوا مَعَ الرَّاكِعِينَ,اور نماز پڑھا کرو اور زکوٰة دیا کرو اور (خدا کے آگے) جھکنے والوں کے ساتھ جھکا کرو,"Establish worship, pay the poor-due, and bow your heads with those who bow (in worship).","Prayer, Zakat, Humility",Worship (‘Ibadah)’,"Hope, Determination",Worship guidance
2,44,أَتَأْمُرُونَ النَّاسَ بِالْبِرِّ وَتَنْسَوْنَ أَنْفُسَكُمْ وَأَنْتُمْ تَتْلُونَ الْكِتَابَ ۚ أَفَلَا تَعْقِلُونَ,(یہ) کیا (عقل کی بات ہے کہ) تم لوگوں کو نیکی کرنے کو کہتے ہو اور اپنے تئیں فراموش کئے دیتے ہو، حالانکہ تم کتاب (خدا) بھی پڑھتے ہو۔ کیا تم سمجھتے نہیں؟,Enjoin ye righteousness upon mankind while ye yourselves forget (to practise it) ? And ye are readers of the Scripture! Have ye then no sense ?,"Hypocrisy, Kindness, Justice, Knowledge, Guidance, Misguidance",Ethics & Morality (Akhlaq),"Anger at Injustice, Sadness",Moral teaching context
2,45,وَاسْتَعِينُوا بِالصَّبْرِ وَالصَّلَاةِ ۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى الْخَاشِعِينَ,اور (رنج وتکلیف میں) صبر اور نماز سے مدد لیا کرو اور بے شک نماز گراں ہے، مگر ان لوگوں پر (گراں نہیں) جو عجز کرنے والے ہیں,"Seek help in patience and prayer; and truly it is hard save for the humble-minded,","Prayer, Patience","Worship (‘Ibadah)', Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Patience,"Worship guidance, Spiritual reminder"
2,46,الَّذِينَ يَظُنُّونَ أَنَّهُمْ مُلَاقُو رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَاجِعُونَ,اور جو یقین کئے ہوئے ہیں کہ وہ اپنے پروردگار سے ملنے والے ہیں اور اس کی طرف لوٹ کر جانے والے ہیں,"Who know that they will have to meet their Lord, and that unto Him they are returning.","Faith, Resurrection, Accountability, Hope, Fear","Faith (Aqeedah), Eschatology (Akhirah)","Hope, Fear","Eschatological context, Spiritual reminder"
2,47,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى الْعَالَمِينَ,اے یعقوب کی اولاد! میرے وہ احسان یاد کرو، جو میں نے تم پر کئے تھے اور یہ کہ میں نے تم کو جہان کے لوگوں پر فضیلت بخشی تھی,O Children of Israel! Remember My favour wherewith I favoured you and how I preferred you to (all) creatures.,"Gratitude, Nations, Prophets, Lessons from history, Mercy, Power, Kindness","History & Stories (Qasas al-Anbiya), Divine Attributes & Signs (Asma wa Sifat)",Gratitude,"Historical story, Spiritual reminder, Moral teaching context"
2,48,وَاتَّقُوا يَوْمًا لَا تَجْزِي نَفْسٌ عَنْ نَفْسٍ شَيْئًا وَلَا يُقْبَلُ مِنْهَا شَفَاعَةٌ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌ وَلَا هُمْ يُنْصَرُونَ,اور اس دن سے ڈرو جب کوئی کسی کے کچھ کام نہ آئے اور نہ کسی کی سفارش منظور کی جائے اور نہ کسی سے کسی طرح کا بدلہ قبول کیا جائے اور نہ لوگ (کسی اور طرح) مدد حاصل کر سکیں,"And guard yourselves against a day when no soul will in aught avail another, nor will intercession be accepted from it, nor will compensation be received from it, nor will they be helped.","Accountability, Resurrection, Punishment, Fear, Justice, Intercession",Eschatology (Akhirah),Fear,"Eschatological context, Moral teaching context"
2,49,وَإِذْ نَجَّيْنَاكُمْ مِنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ يُذَبِّحُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُمْ بَلَاءٌ مِنْ رَبِّكُمْ عَظِيمٌ,اور (ہمارے ان احسانات کو یاد کرو) جب ہم نے تم کو قومِ فرعون سے نجات بخشی وہ (لوگ) تم کو بڑا دکھ دیتے تھے تمہارے بیٹوں کو تو قتل کر ڈالتے تھے اور بیٹیوں کو زندہ رہنے دیتے تھے اور اس میں تمہارے پروردگار کی طرف سے بڑی (سخت) آزمائش تھی,"And (remember) when We did deliver you from Pharaoh’s folk, who were afflicting you with dreadful torment, slaying your sons and sparing your women: that was a tremendous trial from your Lord.","Lessons from history, Punishment, Mercy, Gratitude, Prophets, Nations, Family","History & Stories (Qasas al-Anbiya), Divine Attributes & Signs (Asma wa Sifat)","Gratitude, Anger at Injustice","Historical story, Moral teaching context, Spiritual reminder"
2,50,وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنْجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنْتُمْ تَنْظُرُونَ,اور جب ہم نے تمہارے لیے دریا کو پھاڑ دیا تم کو نجات دی اور فرعون کی قوم کو غرق کر دیا اور تم دیکھ ہی تو رہے تھے,"And when We brought you through the sea and rescued you, and drowned the folk of Pharaoh in your sight.","Prophets, Nations, Lessons from history, Mercy, Punishment, Power, Gratitude, Faith, Disbelief","History & Stories (Qasas al-Anbiya), Divine Attributes & Signs (Asma wa Sifat)","Gratitude, Awe","Historical story, Moral teaching context"
